order	precursor	precursor_acc_num	miRNA_5p	miRNA_5p_acc_num	miRNA_3p	miRNA_3p_acc_num	
1753_	hsa-mir-764	MI0003944	hsa-miR-764-5p	MIMAT0010367	na	na	
1754_	hsa-mir-7641-1	MI0024975	hsa-miR-7641-5p	MIMAT0029782	na	na	
1755_	hsa-mir-7641-2	MI0024976	hsa-miR-7641-5p	MIMAT0029782	na	na	
1756_	hsa-mir-765	MI0005116	na	na	hsa-miR-765-3p	MIMAT0003945	
1757_	hsa-mir-766	MI0003836	hsa-miR-766-5p	MIMAT0022714	hsa-miR-766-3p	MIMAT0003888	
1758_	hsa-mir-767	MI0003763	hsa-miR-767-5p	MIMAT0003882	hsa-miR-767-3p	MIMAT0003883	
1759_	hsa-mir-769	MI0003834	hsa-miR-769-5p	MIMAT0003886	hsa-miR-769-3p	MIMAT0003887	
1760_	hsa-mir-770	MI0005118	hsa-miR-770-5p	MIMAT0003948	na	na	
1761_	hsa-mir-7702	MI0025238	hsa-miR-7702-5p	MIMAT0030017	na	na	
1762_	hsa-mir-7703	MI0025239	na	na	hsa-miR-7703-3p	MIMAT0030018	
1763_	hsa-mir-7704	MI0025240	hsa-miR-7704-5p	MIMAT0030019	na	na	
1764_	hsa-mir-7705	MI0025241	hsa-miR-7705-5p	MIMAT0030020	na	na	
1765_	hsa-mir-7706	MI0025242	na	na	hsa-miR-7706-3p	MIMAT0030021	
1766_	hsa-mir-7843	MI0025510	hsa-miR-7843-5p	MIMAT0030411	hsa-miR-7843-3p	MIMAT0030412	
1767_	hsa-mir-7844	MI0025514	hsa-miR-7844-5p	MIMAT0030419	na	na	
1768_	hsa-mir-7845	MI0025515	hsa-miR-7845-5p	MIMAT0030420	na	na	
1769_	hsa-mir-7846	MI0025516	na	na	hsa-miR-7846-3p	MIMAT0030421	
1770_	hsa-mir-7847	MI0025517	na	na	hsa-miR-7847-3p	MIMAT0030422	
1771_	hsa-mir-7848	MI0025518	na	na	hsa-miR-7848-3p	MIMAT0030423	
1772_	hsa-mir-7849	MI0025519	na	na	hsa-miR-7849-3p	MIMAT0030424	
1773_	hsa-mir-7850	MI0025520	hsa-miR-7850-5p	MIMAT0030425	na	na	
1774_	hsa-mir-7851	MI0025521	na	na	hsa-miR-7851-3p	MIMAT0030426	
1775_	hsa-mir-7852	MI0025522	na	na	hsa-miR-7852-3p	MIMAT0030427	
1776_	hsa-mir-7853	MI0025523	hsa-miR-7853-5p	MIMAT0030428	na	na	
1777_	hsa-mir-7854	MI0025524	na	na	hsa-miR-7854-3p	MIMAT0030429	
1778_	hsa-mir-7855	MI0025525	hsa-miR-7855-5p	MIMAT0030430	na	na	
1779_	hsa-mir-7856	MI0025526	hsa-miR-7856-5p	MIMAT0030431	na	na	
1780_	hsa-mir-7973-1	MI0025748	hsa-miR-7973-5p	MIMAT0031176	na	na	
1781_	hsa-mir-7973-2	MI0025749	hsa-miR-7973-5p	MIMAT0031176	na	na	
1782_	hsa-mir-7974	MI0025750	na	na	hsa-miR-7974-3p	MIMAT0031177	
1783_	hsa-mir-7975	MI0025751	na	na	hsa-miR-7975-3p	MIMAT0031178	
1784_	hsa-mir-7976	MI0025752	hsa-miR-7976-5p	MIMAT0031179	na	na	
1785_	hsa-mir-7977	MI0025753	hsa-miR-7977-5p	MIMAT0031180	na	na	
1786_	hsa-mir-7978	MI0025754	hsa-miR-7978-5p	MIMAT0031181	na	na	
1787_	hsa-mir-802	MI0003906	hsa-miR-802-5p	MIMAT0004185	na	na	
1788_	hsa-mir-8052	MI0025888	hsa-miR-8052-5p	MIMAT0030979	na	na	
1789_	hsa-mir-8053	MI0025889	hsa-miR-8053-5p	MIMAT0030980	na	na	
1790_	hsa-mir-8054	MI0025890	hsa-miR-8054-5p	MIMAT0030981	na	na	
1791_	hsa-mir-8055	MI0025891	na	na	hsa-miR-8055-3p	MIMAT0030982	
1792_	hsa-mir-8056	MI0025892	na	na	hsa-miR-8056-3p	MIMAT0030983	
1793_	hsa-mir-8057	MI0025893	hsa-miR-8057-5p	MIMAT0030984	na	na	
1794_	hsa-mir-8058	MI0025894	na	na	hsa-miR-8058-3p	MIMAT0030985	
1795_	hsa-mir-8059	MI0025895	hsa-miR-8059-5p	MIMAT0030986	na	na	
1796_	hsa-mir-8060	MI0025896	na	na	hsa-miR-8060-3p	MIMAT0030987	
1797_	hsa-mir-8061	MI0025897	hsa-miR-8061-5p	MIMAT0030988	na	na	
1798_	hsa-mir-8062	MI0025898	hsa-miR-8062-5p	MIMAT0030989	na	na	
1799_	hsa-mir-8063	MI0025899	na	na	hsa-miR-8063-3p	MIMAT0030990	
1800_	hsa-mir-8064	MI0025900	hsa-miR-8064-5p	MIMAT0030991	na	na	
1801_	hsa-mir-8065	MI0025901	na	na	hsa-miR-8065-3p	MIMAT0030992	
1802_	hsa-mir-8066	MI0025902	na	na	hsa-miR-8066-3p	MIMAT0030993	
1803_	hsa-mir-8067	MI0025903	hsa-miR-8067-5p	MIMAT0030994	na	na	
1804_	hsa-mir-8068	MI0025904	hsa-miR-8068-5p	MIMAT0030995	na	na	
1805_	hsa-mir-8069	MI0025905	na	na	hsa-miR-8069-3p	MIMAT0030996	
1806_	hsa-mir-8070	MI0025906	hsa-miR-8070-5p	MIMAT0030997	na	na	
1807_	hsa-mir-8071-1	MI0025907	na	na	hsa-miR-8071-3p	MIMAT0030998	
1808_	hsa-mir-8071-2	MI0026417	na	na	hsa-miR-8071-3p	MIMAT0030998	
1809_	hsa-mir-8072	MI0025908	hsa-miR-8072-5p	MIMAT0030999	na	na	
1810_	hsa-mir-8073	MI0025909	hsa-miR-8073-5p	MIMAT0031000	na	na	
1811_	hsa-mir-8074	MI0025910	na	na	hsa-miR-8074-3p	MIMAT0031001	
1812_	hsa-mir-8075	MI0025911	na	na	hsa-miR-8075-3p	MIMAT0031002	
1813_	hsa-mir-8076	MI0025912	na	na	hsa-miR-8076-3p	MIMAT0031003	
1814_	hsa-mir-8077	MI0025913	na	na	hsa-miR-8077-3p	MIMAT0031004	
1815_	hsa-mir-8078	MI0025914	na	na	hsa-miR-8078-3p	MIMAT0031005	
1816_	hsa-mir-8079	MI0025915	hsa-miR-8079-5p	MIMAT0031006	na	na	
1817_	hsa-mir-8080	MI0025916	hsa-miR-8080-5p	MIMAT0031007	na	na	
1818_	hsa-mir-8081	MI0025917	na	na	hsa-miR-8081-3p	MIMAT0031008	
1819_	hsa-mir-8082	MI0025918	hsa-miR-8082-5p	MIMAT0031009	na	na	
1820_	hsa-mir-8083	MI0025919	hsa-miR-8083-5p	MIMAT0031010	na	na	
1821_	hsa-mir-8084	MI0025920	hsa-miR-8084-5p	MIMAT0031011	na	na	
1822_	hsa-mir-8085	MI0025921	hsa-miR-8085-5p	MIMAT0031012	na	na	
1823_	hsa-mir-8086	MI0025922	hsa-miR-8086-5p	MIMAT0031013	na	na	
1824_	hsa-mir-8087	MI0025923	hsa-miR-8087-5p	MIMAT0031014	na	na	
1825_	hsa-mir-8088	MI0025924	hsa-miR-8088-5p	MIMAT0031015	na	na	
1826_	hsa-mir-8089	MI0025925	na	na	hsa-miR-8089-3p	MIMAT0031016	
1827_	hsa-mir-873	MI0005564	hsa-miR-873-5p	MIMAT0004953	hsa-miR-873-3p	MIMAT0022717	
1828_	hsa-mir-874	MI0005532	hsa-miR-874-5p	MIMAT0026718	hsa-miR-874-3p	MIMAT0004911	
1829_	hsa-mir-875	MI0005541	hsa-miR-875-5p	MIMAT0004922	hsa-miR-875-3p	MIMAT0004923	
1830_	hsa-mir-876	MI0005542	hsa-miR-876-5p	MIMAT0004924	hsa-miR-876-3p	MIMAT0004925	
1831_	hsa-mir-877	MI0005561	hsa-miR-877-5p	MIMAT0004949	hsa-miR-877-3p	MIMAT0004950	
1832_	hsa-mir-885	MI0005560	hsa-miR-885-5p	MIMAT0004947	hsa-miR-885-3p	MIMAT0004948	
1833_	hsa-mir-887	MI0005562	hsa-miR-887-5p	MIMAT0026720	hsa-miR-887-3p	MIMAT0004951	
1834_	hsa-mir-888	MI0005537	hsa-miR-888-5p	MIMAT0004916	hsa-miR-888-3p	MIMAT0004917	
1835_	hsa-mir-889	MI0005540	hsa-miR-889-5p	MIMAT0026719	hsa-miR-889-3p	MIMAT0004921	
1836_	hsa-mir-890	MI0005533	hsa-miR-890-5p	MIMAT0004912	na	na	
1837_	hsa-mir-891a	MI0005524	hsa-miR-891a-5p	MIMAT0004902	hsa-miR-891a-3p	MIMAT0026717	
1838_	hsa-mir-891b	MI0005534	hsa-miR-891b-5p	MIMAT0004913	na	na	
1839_	hsa-mir-892a	MI0005528	na	na	hsa-miR-892a-3p	MIMAT0004907	
1840_	hsa-mir-892b	MI0005538	na	na	hsa-miR-892b-3p	MIMAT0004918	
1841_	hsa-mir-892c	MI0022560	hsa-miR-892c-5p	MIMAT0025857	hsa-miR-892c-3p	MIMAT0025858	
1842_	hsa-mir-9-1	MI0000466	hsa-miR-9-5p	MIMAT0000441	hsa-miR-9-3p	MIMAT0000442	
1843_	hsa-mir-9-2	MI0000467	hsa-miR-9-5p	MIMAT0000441	hsa-miR-9-3p	MIMAT0000442	
1844_	hsa-mir-9-3	MI0000468	hsa-miR-9-5p	MIMAT0000441	hsa-miR-9-3p	MIMAT0000442	
1845_	hsa-mir-920	MI0005712	na	na	hsa-miR-920-3p	MIMAT0004970	
1846_	hsa-mir-921	MI0005713	hsa-miR-921-5p	MIMAT0004971	na	na	
1847_	hsa-mir-922	MI0005714	na	na	hsa-miR-922-3p	MIMAT0004972	
1848_	hsa-mir-924	MI0005716	hsa-miR-924-5p	MIMAT0004974	na	na	
1849_	hsa-mir-92a-1	MI0000093	hsa-miR-92a-1-5p	MIMAT0004507	hsa-miR-92a-3p	MIMAT0000092	
1850_	hsa-mir-92a-2	MI0000094	hsa-miR-92a-2-5p	MIMAT0004508	hsa-miR-92a-3p	MIMAT0000092	
1851_	hsa-mir-92b	MI0003560	hsa-miR-92b-5p	MIMAT0004792	hsa-miR-92b-3p	MIMAT0003218	
1852_	hsa-mir-93	MI0000095	hsa-miR-93-5p	MIMAT0000093	hsa-miR-93-3p	MIMAT0004509	
1853_	hsa-mir-933	MI0005755	na	na	hsa-miR-933-3p	MIMAT0004976	
1854_	hsa-mir-934	MI0005756	hsa-miR-934-5p	MIMAT0004977	na	na	
1855_	hsa-mir-935	MI0005757	na	na	hsa-miR-935-3p	MIMAT0004978	
1856_	hsa-mir-936	MI0005758	hsa-miR-936-5p	MIMAT0004979	na	na	
1857_	hsa-mir-937	MI0005759	hsa-miR-937-5p	MIMAT0022938	hsa-miR-937-3p	MIMAT0004980	
1858_	hsa-mir-938	MI0005760	hsa-miR-938-5p	MIMAT0004981	na	na	
1859_	hsa-mir-939	MI0005761	hsa-miR-939-5p	MIMAT0004982	hsa-miR-939-3p	MIMAT0022939	
1860_	hsa-mir-940	MI0005762	na	na	hsa-miR-940-3p	MIMAT0004983	
1861_	hsa-mir-941-1	MI0005763	na	na	hsa-miR-941-3p	MIMAT0004984	
1862_	hsa-mir-941-2	MI0005764	na	na	hsa-miR-941-3p	MIMAT0004984	
1863_	hsa-mir-941-3	MI0005765	na	na	hsa-miR-941-3p	MIMAT0004984	
1864_	hsa-mir-941-4	MI0005766	na	na	hsa-miR-941-3p	MIMAT0004984	
1865_	hsa-mir-942	MI0005767	hsa-miR-942-5p	MIMAT0004985	hsa-miR-942-3p	MIMAT0026734	
1866_	hsa-mir-943	MI0005768	na	na	hsa-miR-943-3p	MIMAT0004986	
1867_	hsa-mir-944	MI0005769	na	na	hsa-miR-944-3p	MIMAT0004987	
1868_	hsa-mir-95	MI0000097	hsa-miR-95-5p	MIMAT0026473	hsa-miR-95-3p	MIMAT0000094	
1869_	hsa-mir-96	MI0000098	hsa-miR-96-5p	MIMAT0000095	hsa-miR-96-3p	MIMAT0004510	
1870_	hsa-mir-98	MI0000100	hsa-miR-98-5p	MIMAT0000096	hsa-miR-98-3p	MIMAT0022842	
1871_	hsa-mir-99a	MI0000101	hsa-miR-99a-5p	MIMAT0000097	hsa-miR-99a-3p	MIMAT0004511	
1872_	hsa-mir-99b	MI0000746	hsa-miR-99b-5p	MIMAT0000689	hsa-miR-99b-3p	MIMAT0004678	
1872							
